NCTId,StudyFirstSubmitDate,StartDate,StartDateType,InterventionType,InterventionName,InterventionOtherNameList
NCT04884685,"May 7, 2021","May 3, 2021",Actual,Biological,Placebo,
NCT04395170,"May 15, 2020",September 2020,Anticipated,Biological,COVID-19 convalescent plasma,
NCT04395170,"May 15, 2020",September 2020,Anticipated,Biological,Anti-COVID-19 human immunoglobulin,
NCT04395170,"May 15, 2020",September 2020,Anticipated,Drug,Standard (specific) therapy for COVID-19,
NCT04337346,"April 5, 2020","April 5, 2020",Actual,,,
NCT04592354,"October 15, 2020","October 15, 2020",Actual,Dietary Supplement,Oxaloacetate Medical Food/Dietary Supplement,
NCT04375670,"April 28, 2020","May 11, 2020",Actual,,,
NCT04773899,"February 19, 2021","July 9, 2021",Anticipated,Diagnostic Test,Procedure : Multimodal microvascular assessment at study inclusion,
NCT04695704,"January 4, 2021","April 1, 2021",Anticipated,Drug,Montelukast,antileukotriene
NCT04695704,"January 4, 2021","April 1, 2021",Anticipated,Other,placebo,
NCT04516850,"August 16, 2020","September 1, 2020",Anticipated,Genetic,Expression of receptors and activating proteases,
NCT04516850,"August 16, 2020","September 1, 2020",Anticipated,Genetic,Polymorphism of the HSD3B1,
NCT04787211,"March 4, 2021",March 2021,Anticipated,Drug,BRII-196 and BRII-198,
NCT04787211,"March 4, 2021",March 2021,Anticipated,Drug,Placebo,
NCT04395872,"May 8, 2020","May 28, 2020",Anticipated,Behavioral,Psychiatric counseling,
NCT04615429,"October 25, 2020","September 15, 2020",Actual,Biological,Mesenchymal stromal cells,
NCT04615429,"October 25, 2020","September 15, 2020",Actual,Other,Placebo,
NCT04746430,"February 8, 2021","February 16, 2021",Actual,Drug,Dexamethasone,
NCT04286503,"February 25, 2020","February 23, 2020",Anticipated,Drug,Carrimycin,
NCT04286503,"February 25, 2020","February 23, 2020",Anticipated,Drug,lopinavir/ritonavir tablets or Arbidol or chloroquine phosphate,
NCT04286503,"February 25, 2020","February 23, 2020",Anticipated,Drug,basic treatment,
NCT04853134,"April 19, 2021","November 1, 2020",Actual,Drug,Proxalutamide,
NCT04853134,"April 19, 2021","November 1, 2020",Actual,Other,Standard of Care,
NCT04542031,"September 7, 2020","December 14, 2020",Actual,Other,Questionnaire,
NCT04466241,"July 6, 2020","November 27, 2020",Actual,Drug,Lopinavir/Ritonavir 200 MG-50 MG Oral Tablet,LPV/r|Aluvia
NCT04466241,"July 6, 2020","November 27, 2020",Actual,Drug,Telmisartan 40Mg Oral Tablet,TMS|Micardis|Pritor
NCT04466241,"July 6, 2020","November 27, 2020",Actual,Drug,Atorvastatin 20 Mg Oral Tablet,ATV|Tahor
NCT04703608,"January 6, 2021","January 22, 2021",Actual,Drug,Ivermectin,
NCT04703608,"January 6, 2021","January 22, 2021",Actual,Drug,ASP,
NCT04703608,"January 6, 2021","January 22, 2021",Actual,Drug,Placebo,
NCT04646655,"November 22, 2020","July 27, 2020",Actual,Drug,Enoxaparin,Clexane
NCT04456439,"June 29, 2020",,,Biological,Remestemcel-L,
NCT04456439,"June 29, 2020",,,Drug,Hydrocortisone,
NCT04456439,"June 29, 2020",,,Drug,Diphenhydramine,Benadryl®
NCT04350580,"April 8, 2020","April 11, 2020",Actual,Drug,Human immunoglobulin,Clairyg
NCT04350580,"April 8, 2020","April 11, 2020",Actual,Drug,Placebo,Sodium chloride 0.9%
NCT04552340,"September 8, 2020","March 16, 2020",Actual,Other,Patient with SAR-CoV-2 infection,
NCT04695158,"January 2, 2021","January 6, 2021",Actual,Drug,COVID-19 group (Group I),
NCT04695158,"January 2, 2021","January 6, 2021",Actual,Drug,Type II Diabetes Mellitus and COVID-19 group (Group II),
NCT04392323,"May 15, 2020","May 13, 2020",Actual,Diagnostic Test,COVID-19 PCR and Serology,
NCT04748588,"February 8, 2021","February 12, 2021",Actual,Drug,Bamlanivimab,
NCT04338009,"April 1, 2020","March 31, 2020",Actual,Other,Discontinuation of ARB/ACEI,
NCT04338009,"April 1, 2020","March 31, 2020",Actual,Other,Continuation of ARB/ACEI,
NCT04631367,"November 13, 2020","February 1, 2021",Anticipated,Behavioral,Kukaa Salama: mHealth intervention,
NCT04631367,"November 13, 2020","February 1, 2021",Anticipated,Device,Face Mask + Soap,
NCT04386694,"May 8, 2020","May 18, 2020",Actual,Device,Active PBMT/sMF,
NCT04386694,"May 8, 2020","May 18, 2020",Actual,Device,Placebo PBMT/sMF,
NCT04288102,"February 24, 2020","March 5, 2020",Actual,Biological,UC-MSCs,
NCT04288102,"February 24, 2020","March 5, 2020",Actual,Biological,Saline containing 1% Human serum albumin（solution without UC-MSCs）,
NCT04325412,"March 25, 2020","March 23, 2020",Actual,,,
NCT04586114,"October 8, 2020","March 1, 2020",Actual,Drug,Corticosteroids and Derivatives,
NCT04334850,"April 2, 2020","April 20, 2020",Actual,Procedure,Combined use of a respiratory broad panel multiplex PCR and procalcitonin,
NCT04334850,"April 2, 2020","April 20, 2020",Actual,Other,Usual antibiotic treatment,
NCT04606563,"October 27, 2020","October 9, 2020",Actual,Drug,Losartan,
NCT04606069,"October 26, 2020","November 1, 2020",Anticipated,Drug,Regadenoson,"LEXISCAN,"
NCT04606069,"October 26, 2020","November 1, 2020",Anticipated,Other,Placebo Control,Saline
NCT04352803,"April 16, 2020",April 2020,Anticipated,Biological,Autologous Adipose MSC's,
NCT04428073,"June 8, 2020",July 2020,Anticipated,Biological,Covax-19™,
NCT04345276,"April 10, 2020","March 18, 2020",Actual,Drug,Danoprevir+Ritonavir,Ganovo
NCT04291729,"February 27, 2020","February 17, 2020",Actual,Drug,Ganovo+ritonavir+/-Interferon nebulization,
NCT04384055,"May 8, 2020","March 21, 2020",Actual,Diagnostic Test,Lung Ultrasound,
NCT04401371,"May 21, 2020","May 1, 2020",Actual,,,
NCT04361903,"April 14, 2020","April 25, 2020",Anticipated,Drug,Ruxolitinib Oral Tablet,
NCT04913116,"May 12, 2021","January 30, 2021",Actual,Diagnostic Test,Comparison of antigen tests with RT-PCR as reference method,
NCT04460703,"July 2, 2020","July 3, 2020",Actual,Other,Control message,
NCT04460703,"July 2, 2020","July 3, 2020",Actual,Other,Baseline message,
NCT04460703,"July 2, 2020","July 3, 2020",Actual,Other,Personal freedom message,
NCT04460703,"July 2, 2020","July 3, 2020",Actual,Other,Economic freedom message,
NCT04460703,"July 2, 2020","July 3, 2020",Actual,Other,Self-interest message,
NCT04460703,"July 2, 2020","July 3, 2020",Actual,Other,Community interest message,
NCT04460703,"July 2, 2020","July 3, 2020",Actual,Other,Economic benefit message,
NCT04460703,"July 2, 2020","July 3, 2020",Actual,Other,Guilt message,
NCT04460703,"July 2, 2020","July 3, 2020",Actual,Other,Embarrassment message,
NCT04460703,"July 2, 2020","July 3, 2020",Actual,Other,Anger message,
NCT04460703,"July 2, 2020","July 3, 2020",Actual,Other,Trust in science message,
NCT04460703,"July 2, 2020","July 3, 2020",Actual,Other,Not bravery message,
NCT04466800,"July 9, 2020","July 30, 2020",Actual,Other,Intervention group_rehabilitation program,
NCT04364594,"April 22, 2020","March 26, 2020",Actual,Diagnostic Test,conjunctival swab,Pulmonary involvement determined by X-Ray (XR) rays and Computed Tomography (CT) scan
NCT04405466,"May 19, 2020","April 22, 2020",Actual,Procedure,Blood sampling,
NCT04405466,"May 19, 2020","April 22, 2020",Actual,Procedure,Throat swab,
NCT04487990,"July 23, 2020","June 29, 2020",Actual,Drug,unfractionated Heparin,No associated drug
NCT04724850,"January 11, 2021","February 1, 2021",Anticipated,,,
NCT04334265,"April 1, 2020","April 1, 2020",Actual,Drug,Anluohuaxian,
NCT04573634,"September 30, 2020","May 15, 2020",Actual,,,
NCT04388813,"May 4, 2020","May 28, 2020",Actual,,,
NCT04632537,"November 4, 2020","December 7, 2020",Actual,Drug,Tice® BCG (for intravesical use) BCG LIVE strain of the BCG (Merck) vaccine,
NCT04632537,"November 4, 2020","December 7, 2020",Actual,Drug,Preservative-free saline,
NCT04402814,"May 22, 2020","May 5, 2020",Actual,Diagnostic Test,Clungene rapid test cassette,
NCT04852770,"December 22, 2020","April 23, 2021",Anticipated,Behavioral,Trial-Based Cognitive Therapy,TBCT
NCT04852770,"December 22, 2020","April 23, 2021",Anticipated,Behavioral,Mindfulness-Based Health Promotion,MBHP
NCT04852770,"December 22, 2020","April 23, 2021",Anticipated,Behavioral,Positive psychotherapy,PPT
NCT04522466,"August 19, 2020","April 3, 2020",Actual,Drug,Hydroxychloroquine (HCQ),
NCT04508023,"August 10, 2020","August 13, 2020",Actual,Drug,Rivaroxaban,JNJ-39039039|BAY 59-7939
NCT04508023,"August 10, 2020","August 13, 2020",Actual,Other,Placebo,
NCT04508023,"August 10, 2020","August 13, 2020",Actual,Other,Standard of Care (SOC),
NCT04715243,"January 9, 2021","February 2, 2021",Actual,Device,High flow nasal cannula (HFNC),
NCT04715243,"January 9, 2021","February 2, 2021",Actual,Device,Helmet NIV,
NCT04715243,"January 9, 2021","February 2, 2021",Actual,Device,Face-mask NIV,
NCT04728802,"January 27, 2021","February 2, 2021",Actual,Drug,Proxalutamide,
NCT04728802,"January 27, 2021","February 2, 2021",Actual,Drug,Standard of Care,
NCT04530500,"August 26, 2020","August 13, 2020",Actual,Genetic,COVID-19 Androgen Sensitivity Test (CoVAST),
NCT04401410,"May 21, 2020","November 4, 2020",Actual,Biological,Dose Finding Phase (MTD),
NCT04401410,"May 21, 2020","November 4, 2020",Actual,Biological,Partially HLA-matched SARS-CoVSTs,
NCT04401410,"May 21, 2020","November 4, 2020",Actual,Other,Routine care (no SARS-CoVSTs),
NCT04365582,"April 23, 2020","May 7, 2020",Actual,Drug,Azithromycin,
NCT04365582,"April 23, 2020","May 7, 2020",Actual,Drug,Hydroxychloroquine,
NCT04365582,"April 23, 2020","May 7, 2020",Actual,Drug,Lopinavir 200Mg/Ritonavir 50Mg Tab,Lopinavir/Ritonavir
NCT04390074,"May 14, 2020","May 27, 2020",Actual,Other,COVID-19 and Intensive Care,
NCT04673318,"October 23, 2020","February 26, 2021",Actual,Behavioral,heat therapy,exercise training
NCT04673318,"October 23, 2020","February 26, 2021",Actual,Behavioral,exercise training,
NCT04347512,"April 11, 2020","June 2, 2020",Actual,Drug,Hydroxychloroquine and azithromycin treatment arm.,
NCT04347512,"April 11, 2020","June 2, 2020",Actual,Drug,Hydroxychloroquine,
NCT04347512,"April 11, 2020","June 2, 2020",Actual,Drug,Control arm,
NCT04805931,"March 11, 2021","March 15, 2021",Actual,Behavioral,Behavioral economics,
NCT04853927,"April 17, 2021","February 8, 2021",Actual,Drug,Proxalutamide,
NCT04853927,"April 17, 2021","February 8, 2021",Actual,Drug,Placebo,
NCT04383535,"May 6, 2020","May 15, 2020",Actual,Other,Convalescent SARS COVID-19 plasma,
NCT04383535,"May 6, 2020","May 15, 2020",Actual,Other,Placebo,
NCT04349202,"April 13, 2020","April 10, 2020",Actual,Diagnostic Test,EUROIMMUN assay,
NCT04344600,"April 10, 2020","May 29, 2020",Actual,Drug,Peginterferon lambda alfa-1a subcutaneous injection,
NCT04344600,"April 10, 2020","May 29, 2020",Actual,Other,Saline,
NCT04368988,"April 24, 2020","May 25, 2020",Actual,Biological,SARS-CoV-2 rS - Phase 1,
NCT04368988,"April 24, 2020","May 25, 2020",Actual,Biological,SARS-CoV-2 rS/Matrix-M Adjuvant - Phase 1,NVX-CoV2373
NCT04368988,"April 24, 2020","May 25, 2020",Actual,Other,"Normal saline solution (NSS), Placebo - Phase 1","Sodium chloride solution for injection, 0.9%"
NCT04368988,"April 24, 2020","May 25, 2020",Actual,Other,"Normal saline solution (NSS), Placebo - Phase 2","Sodium chloride solution for injection, 0.9%"
NCT04368988,"April 24, 2020","May 25, 2020",Actual,Biological,"SARS-CoV-2 rS/Matrix-M Adjuvant, Day 0 - Phase 1",NVX-CoV2373
NCT04368988,"April 24, 2020","May 25, 2020",Actual,Other,"Normal saline solution (NSS), Placebo, Day 21 - Phase 1","Sodium chloride solution for injection, 0.9%"
NCT04368988,"April 24, 2020","May 25, 2020",Actual,Biological,"SARS-CoV-2 rS/Matrix-M Adjuvant, Days 0 and 21 - Phase 2",NVX-CoV2373
NCT04368988,"April 24, 2020","May 25, 2020",Actual,Other,"Normal saline solution (NSS), Placebo, Day 189 - Phase 2","Sodium chloride solution for injection, 0.9%"
NCT04368988,"April 24, 2020","May 25, 2020",Actual,Biological,"SARS-CoV-2 rS/Matrix-M Adjuvant, Day 0 - Phase 2",NVX-CoV2373
NCT04368988,"April 24, 2020","May 25, 2020",Actual,Other,"Normal saline solution (NSS), Placebo, Day 21 - Phase 2","Sodium chloride solution for injection, 0.9%"
NCT04368988,"April 24, 2020","May 25, 2020",Actual,Biological,SARS-CoV-2 rS/Matrix-M Adjuvant - Day 189 - Phase 2,NVX-CoV2373
NCT04854785,"April 20, 2021",May 2021,Anticipated,Other,[18F]FEPPA PET scan,
NCT04854785,"April 20, 2021",May 2021,Anticipated,Other,[11C]SL25.1188 PET scan,
NCT04488588,"July 24, 2020","March 15, 2020",Actual,Other,Kaplan Meier analysis,
NCT04603664,"October 17, 2020","October 30, 2020",Actual,Diagnostic Test,serum NGAL and cystatin c,
NCT04617483,"November 4, 2020","October 31, 2020",Actual,Biological,"Two doses of commercial scale inactivated SARS-CoV-2 vaccine at the schedule of day 0,14",
NCT04617483,"November 4, 2020","October 31, 2020",Actual,Biological,"Two doses of pilot scale inactivated SARS-CoV-2 vaccine at the schedule of day 0,14",
NCT04617483,"November 4, 2020","October 31, 2020",Actual,Biological,"Two doses of pilot scale inactivated SARS-CoV-2 vaccine at the schedule of day 0,14 in elderly",
NCT04595097,"October 19, 2020","March 1, 2021",Actual,Device,inspiratory muscle traiing,tapered flow resistive loading
NCT04364984,"April 23, 2020","April 1, 2020",Actual,Drug,Angiotensin converting enzyme inhibitor,
NCT04433871,"April 24, 2020","April 27, 2020",Actual,Other,"No intervention, observational",
NCT04357327,"April 15, 2020","April 16, 2020",Actual,Diagnostic Test,rapid salivary test,
NCT04640038,"November 19, 2020","December 18, 2020",Actual,Drug,Sulfur hexafluoride lipid-type A microspheres,
NCT04513964,"August 13, 2020","November 1, 2020",Actual,,,
NCT04530539,"August 26, 2020","October 5, 2020",Actual,Dietary Supplement,Vitamin C,ascorbic acid
NCT04530539,"August 26, 2020","October 5, 2020",Actual,Dietary Supplement,melatonin,
NCT04530539,"August 26, 2020","October 5, 2020",Actual,Dietary Supplement,Placebo,
NCT04530539,"August 26, 2020","October 5, 2020",Actual,Other,Symptom Survey,
NCT04346264,"April 13, 2020","April 27, 2020",Anticipated,Diagnostic Test,NO intervention planned due to the observational study design only a diagnostic testing,
NCT04679272,"December 20, 2020","December 1, 2020",Actual,,,
NCT04784767,"March 3, 2021","April 5, 2021",Actual,Biological,25 µg SpFN_1B-06-PL + ALFQ (QS21 Adjuvant),25 µg SpFN + ALFQ
NCT04784767,"March 3, 2021","April 5, 2021",Actual,Drug,"Sodium chloride, USP, for injection (0.9% NaCl)",Placebo
NCT04784767,"March 3, 2021","April 5, 2021",Actual,Biological,50 µg SpFN_1B-06-PL + ALFQ (QS21 Adjuvant),50 µg SpFN + ALFQ
NCT04865900,"April 28, 2021","March 9, 2021",Actual,Diagnostic Test,Laboratory Blood Tests,
NCT04865900,"April 28, 2021","March 9, 2021",Actual,Diagnostic Test,ECG,
NCT04865900,"April 28, 2021","March 9, 2021",Actual,Diagnostic Test,PCR,
NCT04865900,"April 28, 2021","March 9, 2021",Actual,Diagnostic Test,Antibody test,
NCT04865900,"April 28, 2021","March 9, 2021",Actual,Diagnostic Test,Echocardiography,
NCT04865900,"April 28, 2021","March 9, 2021",Actual,Diagnostic Test,MRI,
NCT04802642,"March 16, 2021","January 1, 2021",Actual,Other,Survey,
NCT04830943,"December 24, 2020","August 1, 2020",Actual,Drug,Cerebrolysin,Neurotropic factors
NCT04424940,"May 20, 2020","September 1, 2020",Anticipated,,,
NCT04775407,"February 22, 2021","January 18, 2021",Actual,Procedure,blood sampling,
NCT04784481,"February 20, 2021","September 20, 2020",Actual,Drug,Ivermectin,N/D
NCT04353674,"April 7, 2020","April 28, 2020",Actual,Device,Control group,
NCT04353674,"April 7, 2020","April 28, 2020",Actual,Device,SLEDD with a L-MOD,
NCT04865107,"April 27, 2021","April 27, 2021",Actual,Biological,UC-MSCs,
NCT04865107,"April 27, 2021","April 27, 2021",Actual,Biological,Placebo,
NCT04864561,"April 23, 2021","April 26, 2021",Actual,Biological,VLA2001,
NCT04864561,"April 23, 2021","April 26, 2021",Actual,Biological,AZD1222,
NCT04386564,"May 11, 2020","May 15, 2020",Actual,Diagnostic Test,mRNA in urine test,chest and abdominal CT scan|CRP|Hb|Presepsin|eGFR|Ccr|UACR|UMA|Proteinuria
NCT04348305,"April 11, 2020","April 17, 2020",Actual,Drug,Hydrocortisone,Solu-cortef
NCT04348305,"April 11, 2020","April 17, 2020",Actual,Drug,Sodium Chloride 9mg/mL,Isotonic saline
NCT04834401,"April 2, 2021","March 22, 2021",Actual,,,
NCT04743401,"January 12, 2021","July 5, 2021",Anticipated,Other,Tele-exergaming Tablet,
NCT04445337,"June 9, 2020",July 2020,Anticipated,Procedure,Stellate Ganglion Block,
NCT04793269,"March 4, 2021","February 23, 2021",Actual,Other,No intervention,
NCT04412031,"May 29, 2020","November 11, 2019",Actual,Other,non applicable,
NCT04393324,"May 17, 2020","April 24, 2020",Actual,,,
NCT04537130,"September 2, 2020","December 1, 2020",Anticipated,Biological,IN01 vaccine,
NCT04377724,"May 5, 2020","April 27, 2020",Actual,,,
NCT04531254,"August 24, 2020","August 10, 2020",Actual,Behavioral,Personal behaviours,
NCT04762680,"February 18, 2021","February 24, 2021",Actual,Biological,SARS-CoV-2 recombinant protein vaccine Formulation 1,
NCT04762680,"February 18, 2021","February 24, 2021",Actual,Biological,SARS-CoV-2 recombinant protein vaccine Formulation 2,
NCT04762680,"February 18, 2021","February 24, 2021",Actual,Biological,SARS-CoV-2 recombinant protein vaccine Formulation 3,
NCT04872764,"May 2, 2021","March 20, 2020",Actual,Other,"duration of hospitalization, mortality rate",
NCT04696913,"November 19, 2020","January 1, 2021",Anticipated,Diagnostic Test,Exposure: Positive COVID-19 infection,
NCT04696913,"November 19, 2020","January 1, 2021",Anticipated,Diagnostic Test,Exposure: Negative COVID-19 infection,
NCT04477668,"July 9, 2020","February 8, 2021",Actual,Device,Helmet non-invasive ventilation,
NCT04716179,"January 17, 2021","January 18, 2021",Actual,Diagnostic Test,Sperm test,
NCT04716179,"January 17, 2021","January 18, 2021",Actual,Diagnostic Test,"hormone levels (testosterone, FSH, LH, prolactin)",
NCT04716179,"January 17, 2021","January 18, 2021",Actual,Diagnostic Test,SARS-CoV-2 Ig G levels,
NCT04716179,"January 17, 2021","January 18, 2021",Actual,Other,Testis pathology samples,
NCT04407286,"May 19, 2020","May 19, 2020",Actual,Dietary Supplement,Vitamin D3,
NCT04628637,"November 10, 2020","April 16, 2020",Actual,Other,Serum protein level analysis,
NCT04534725,"August 30, 2020","December 17, 2020",Actual,Drug,Interferon alfa,
NCT04534725,"August 30, 2020","December 17, 2020",Actual,Drug,Selinexor,
NCT04534725,"August 30, 2020","December 17, 2020",Actual,Drug,Lenzilumab,
NCT04579393,"October 6, 2020","October 8, 2020",Actual,Drug,Placebo,
NCT04579393,"October 6, 2020","October 8, 2020",Actual,Drug,fostamatinib,
NCT04592055,"October 16, 2020","March 20, 2020",Actual,,,
NCT04874740,"April 30, 2021","April 30, 2021",Actual,Other,No intervention,
NCT04751630,"February 9, 2021","May 1, 2021",Anticipated,Other,Therapeutic Exercise,
NCT04416347,"May 6, 2020","June 15, 2020",Actual,Other,SARS-CoV2 Infection,
NCT04878900,"May 4, 2021","January 1, 2021",Actual,Other,Survey,
NCT04502069,"July 10, 2020",August 2020,Anticipated,Drug,Opaganib,
NCT04806620,"March 17, 2021","May 1, 2020",Actual,,,
NCT04928469,"June 13, 2021","June 15, 2021",Anticipated,Other,No intervention performed,
NCT04433325,"June 12, 2020",June 2020,Anticipated,,,
NCT04403672,"May 24, 2020","May 18, 2020",Anticipated,Device,performance evaluation study of RealDetect RT-PCR Kit for COVID-19 detection,
NCT04356586,"April 17, 2020","May 4, 2020",Actual,,,
NCT04377503,"May 2, 2020",May 2020,Anticipated,Drug,Tocilizumab 180 MG/ML,
NCT04377503,"May 2, 2020",May 2020,Anticipated,Drug,Methylprednisolone Sodium Succinate,
NCT04743232,"February 3, 2021","March 1, 2021",Anticipated,Other,Decision tool for clinicians,
NCT04581148,"October 3, 2020","October 5, 2020",Anticipated,Diagnostic Test,Blood test for IgG antibodies against SARS-CoV-2,Quantitative test for the assessment of IgG antibodies against SARS-CoV-2
NCT04361435,"April 12, 2020","May 1, 2020",Anticipated,Procedure,Chest physiotherapy using a non-invasive oscillating device,
NCT04404426,"May 22, 2020","November 4, 2020",Actual,Dietary Supplement,L-citrulline,
NCT04404426,"May 22, 2020","November 4, 2020",Actual,Other,Placebo,
NCT04422444,"June 4, 2020","June 1, 2020",Actual,Diagnostic Test,Questionnaires,
NCT04760743,"February 17, 2021","December 17, 2020",Actual,Biological,NBP2001 adjuvanted with alum (RBD 30μg/dose),
NCT04760743,"February 17, 2021","December 17, 2020",Actual,Biological,NBP2001 adjuvanted with alum (RBD 50μg/dose),
NCT04760743,"February 17, 2021","December 17, 2020",Actual,Other,Normal Saline,
NCT04387955,"April 29, 2020","April 30, 2020",Actual,Diagnostic Test,Biological Sample Collection,
NCT04732663,"January 28, 2021","March 4, 2021",Actual,Other,No Intervention,
NCT04647656,"November 29, 2020","January 1, 2021",Anticipated,Device,Hyperbaric oxygen,
NCT04647656,"November 29, 2020","January 1, 2021",Anticipated,Device,Sham,
NCT04647747,"November 27, 2020","November 30, 2020",Actual,Other,Self measurement with pulse oximeter,Lung physiotherapy
NCT04395456,"May 19, 2020",September 2021,Anticipated,Drug,AMY-101,
NCT04395456,"May 19, 2020",September 2021,Anticipated,Other,WFI 5% glucose,
NCT04537208,"September 2, 2020","September 3, 2020",Actual,Biological,SARS-CoV-2 vaccine formulation 1 with adjuvant 1,
NCT04537208,"September 2, 2020","September 3, 2020",Actual,Biological,SARS-CoV-2 vaccine formulation 1 with adjuvant 2,
NCT04537208,"September 2, 2020","September 3, 2020",Actual,Biological,SARS-CoV-2 vaccine formulation 2 with adjuvant 1,
NCT04537208,"September 2, 2020","September 3, 2020",Actual,Biological,SARS-CoV-2 vaccine formulation 2 with adjuvant 2,
NCT04537208,"September 2, 2020","September 3, 2020",Actual,Biological,SARS-CoV-2 vaccine formulation 2 without adjuvant,
NCT04537208,"September 2, 2020","September 3, 2020",Actual,Biological,Placebo (0.9% normal saline),
NCT04519502,"August 18, 2020","June 23, 2020",Actual,,,
NCT04627194,"November 6, 2020","February 20, 2020",Actual,,,
NCT04539275,"August 27, 2020","November 16, 2020",Actual,Drug,Convalescent Plasma,
NCT04539275,"August 27, 2020","November 16, 2020",Actual,Other,Masked Saline Placebo,
NCT04575545,"October 2, 2020",October 2020,Anticipated,Diagnostic Test,Serology test for COVID-19,
NCT04668950,"December 11, 2020","December 22, 2020",Actual,Drug,Fluvoxamine,Luvox
NCT04668950,"December 11, 2020","December 22, 2020",Actual,Drug,Placebo,
NCT04358926,"April 21, 2020","April 30, 2020",Actual,Device,Hyperbaric oxygen therapy,
NCT04778033,"February 8, 2021","February 9, 2021",Actual,Other,Sperm collection,
NCT04910295,"May 31, 2021","March 26, 2021",Actual,Drug,COVID-19 vaccine,
NCT04873336,"May 4, 2021","April 1, 2021",Actual,Device,Intellivent ASV,
NCT04834115,"March 28, 2021","November 17, 2020",Actual,Drug,Ivermectin Tablets,
NCT04834115,"March 28, 2021","November 17, 2020",Actual,Other,Placebo,
NCT04354519,"April 6, 2020","March 14, 2020",Actual,,,
NCT04604223,"October 26, 2020","January 18, 2021",Actual,Drug,Pioglitazone 45 mg,
NCT04590222,"October 9, 2020",November 2020,Anticipated,Other,blood sample,
NCT04411446,"May 26, 2020","August 11, 2020",Actual,Drug,Vitamin D,Cholecalciferol
NCT04411446,"May 26, 2020","August 11, 2020",Actual,Drug,Placebo,
NCT04634214,"November 15, 2020","November 16, 2020",Anticipated,,,
NCT04729491,"January 25, 2021","June 30, 2020",Actual,Drug,Dutasteride 0.5 mg,
NCT04729491,"January 25, 2021","June 30, 2020",Actual,Drug,Azithromycin,
NCT04729491,"January 25, 2021","June 30, 2020",Actual,Drug,Nitazoxanide,
NCT04729491,"January 25, 2021","June 30, 2020",Actual,Drug,Placebo,
NCT04335305,"March 31, 2020","April 9, 2020",Actual,Drug,Tocilizumab,Actemra|RoActemra
NCT04335305,"March 31, 2020","April 9, 2020",Actual,Biological,Pembrolizumab (MK-3475),MK-3475|Keytruda
NCT04474340,"July 15, 2020","May 21, 2020",Actual,Drug,COVID-19 Convalscent Plasma,
NCT04745923,"February 6, 2021","January 20, 2021",Actual,,,
NCT04695197,"December 14, 2020","January 8, 2021",Actual,Drug,Artemether-lumefantrine (AL),Coartem
NCT04695197,"December 14, 2020","January 8, 2021",Actual,Drug,Pyronaridine-artesunate (PA),Pyramax
NCT04695756,"January 4, 2021","December 15, 2020",Actual,Other,COVID-19 pandemic,
NCT04895449,"April 24, 2021","June 1, 2021",Anticipated,Biological,MVA-SARS-2-ST,
NCT04895449,"April 24, 2021","June 1, 2021",Anticipated,Biological,Licensed COVID-19 vaccine,
NCT04567576,"September 24, 2020",October 2020,Anticipated,Drug,Disease-modifying antirheumatic drugs (DMARDs),
NCT04918888,"June 4, 2021","April 19, 2021",Actual,,,
NCT04399733,"May 21, 2020","February 1, 2021",Anticipated,,,
NCT04399889,"May 21, 2020","June 18, 2020",Actual,Biological,human cord tissue mesenchymal stromal cells,hCT-MSC
NCT04351490,"April 14, 2020",April 2020,Anticipated,Dietary Supplement,Zinc gluconate,
NCT04351490,"April 14, 2020",April 2020,Anticipated,Dietary Supplement,25-OH cholecalciferol,
NCT04401228,"May 21, 2020","March 1, 2020",Actual,Other,"predict admission of covid-19 patients to ICU and death with routine and quickly avalaible clinical, biological and radiological variables?",
NCT04828629,"March 12, 2021","December 23, 2020",Actual,Diagnostic Test,Diagnostic tests,
NCT04375644,"May 4, 2020","May 7, 2020",Actual,Other,Questionnaires on psychological quality of life,
NCT04711863,"January 13, 2021","January 16, 2021",Actual,Drug,Fluvoxamine,
NCT04711863,"January 13, 2021","January 16, 2021",Actual,Drug,Placebo,
NCT04854980,"April 20, 2021","June 1, 2021",Anticipated,Other,Blood Sample,
NCT04588792,"October 14, 2020","April 16, 2021",Actual,Drug,Nebulized Furosemide,
NCT04588792,"October 14, 2020","April 16, 2021",Actual,Drug,Nebulized Saline,
NCT04535154,"August 29, 2020","March 31, 2020",Actual,Other,No interventions,
NCT04758286,"February 11, 2021","July 1, 2020",Actual,Procedure,Emergency surgical procedures,Spinal anesthesia|Epidural anesthesia|Total intravenous anesthesia
NCT04636320,"November 18, 2020","June 13, 2020",Actual,Device,Contrast-enhanced CMR,
NCT04636320,"November 18, 2020","June 13, 2020",Actual,Diagnostic Test,Exercise test ECG,
NCT04636320,"November 18, 2020","June 13, 2020",Actual,Biological,Blood sample,
NCT04636320,"November 18, 2020","June 13, 2020",Actual,Diagnostic Test,Resting 12 lead ECG,
NCT04636320,"November 18, 2020","June 13, 2020",Actual,Diagnostic Test,24 hour Holter ECG,
NCT04355481,"April 17, 2020","April 17, 2020",Actual,,,
NCT04730206,"January 28, 2021","June 1, 2021",Anticipated,Drug,Camostat,
NCT04730206,"January 28, 2021","June 1, 2021",Anticipated,Drug,Placebo,
NCT04747574,"January 26, 2021","September 25, 2020",Actual,Drug,EXO-CD24,
NCT04681859,"December 22, 2020","April 17, 2021",Actual,Device,High Flow Nasal Oxygen (HFNO) treatment,
